id,type,properties_json
source-asset:I08:27,SourceAsset,"{""category"": ""legacy_rom_model"", ""disposition"": ""PROVENANCE_ONLY_NO_ROM_VALUE_TRANSFER"", ""git_blob_sha1"": ""b900167b95e68ea3defef26229182b5e01bf45ae"", ""numeric_value_transfer"": false, ""path"": ""model/FULLMCT_ROM_GATE_RESULT.json"", ""sha256"": ""0291b7b6414ec90805ccc5484b1610ee111652cdd0e74bfec3d7ee7a42a97c32"", ""size_bytes"": 2798, ""target"": ""model_binding.json""}"
source-asset:I08:28,SourceAsset,"{""category"": ""legacy_rom_model"", ""disposition"": ""PROVENANCE_ONLY_NO_ROM_VALUE_TRANSFER"", ""git_blob_sha1"": ""9fd4ccab9887cecf6350885239649c12ac07fc37"", ""numeric_value_transfer"": false, ""path"": ""model/FULLMCT_ROM_STATIC_MODE_ERROR.csv"", ""sha256"": ""09116df7f010ec1c13e685cb582de0316e4c8da285b5e231dc2f34d9cda6807e"", ""size_bytes"": 12244, ""target"": ""model_binding.json""}"
source-asset:I08:29,SourceAsset,"{""category"": ""legacy_numerical_result"", ""disposition"": ""PROVENANCE_ONLY_NO_NUMERICAL_VALUE_TRANSFER"", ""git_blob_sha1"": ""86fc475b6b5a2460090de7aa74b7c83d983d3626"", ""numeric_value_transfer"": false, ""path"": ""results/I08_43CASE_ACCEPTANCE.json"", ""sha256"": ""2a40e55d18cd7f7c97fd17b52f21cf1ba9c23101cb0551b2f8b5b78921b15005"", ""size_bytes"": 4329, ""target"": ""generated/knowledge_graph_c3.json""}"
source-asset:I08:30,SourceAsset,"{""category"": ""legacy_numerical_result"", ""disposition"": ""PROVENANCE_ONLY_NO_NUMERICAL_VALUE_TRANSFER"", ""git_blob_sha1"": ""452225b2bd3e72784515aa4e54b1608277c49acb"", ""numeric_value_transfer"": false, ""path"": ""results/I08_43CASE_MASTER.csv"", ""sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""size_bytes"": 56475, ""target"": ""generated/knowledge_graph_c3.json""}"
source-asset:I08:31,SourceAsset,"{""category"": ""legacy_numerical_result"", ""disposition"": ""PROVENANCE_ONLY_NO_NUMERICAL_VALUE_TRANSFER"", ""git_blob_sha1"": ""a8caec60600c1e7e9015677e03415a99de09e5b6"", ""numeric_value_transfer"": false, ""path"": ""results/I08_43CASE_SHA256SUMS.txt"", ""sha256"": ""d706e617a6d47256f8acdc3149fc0ed00e1d18f13494326b163d3d7a47b0d4c7"", ""size_bytes"": 94937, ""target"": ""generated/knowledge_graph_c3.json""}"
source-asset:I08:32,SourceAsset,"{""category"": ""legacy_numerical_result"", ""disposition"": ""PROVENANCE_ONLY_NO_NUMERICAL_VALUE_TRANSFER"", ""git_blob_sha1"": ""dbc2ccaabb329ad288ada9a76ef19752d956c41c"", ""numeric_value_transfer"": false, ""path"": ""results/I08_43CASE_STATION_RESULTS.csv"", ""sha256"": ""c7dfbac9c0bc9c2d0c9a8d906a79c5d6a7f7d75f13e7cf91081828a5a0a7ca7c"", ""size_bytes"": 223265, ""target"": ""generated/knowledge_graph_c3.json""}"
source-asset:I08:33,SourceAsset,"{""category"": ""legacy_numerical_result"", ""disposition"": ""PROVENANCE_ONLY_NO_NUMERICAL_VALUE_TRANSFER"", ""git_blob_sha1"": ""ef2af8361de9269635b6d3188e47855c9b4dcae3"", ""numeric_value_transfer"": false, ""path"": ""results/I08_CATEGORY_ROPE_ENVELOPE.csv"", ""sha256"": ""ee6257462017c25380b534397509c8ae858c7f356fea396c84b4fa48fd51aee2"", ""size_bytes"": 6259, ""target"": ""generated/knowledge_graph_c3.json""}"
source-asset:I08:34,SourceAsset,"{""category"": ""legacy_numerical_result"", ""disposition"": ""PROVENANCE_ONLY_NO_NUMERICAL_VALUE_TRANSFER"", ""git_blob_sha1"": ""db9e3d8228213149b674cd7de3a49bd3cc08a0bd"", ""numeric_value_transfer"": false, ""path"": ""results/I08_CATEGORY_STATION_ENVELOPE.csv"", ""sha256"": ""5bd5d0ea5d6d02baad1b3ee69eab8718d437e07a221c9dcbc3e86fbcdb967024"", ""size_bytes"": 40956, ""target"": ""generated/knowledge_graph_c3.json""}"
source-asset:I08:35,SourceAsset,"{""category"": ""legacy_numerical_result"", ""disposition"": ""PROVENANCE_ONLY_NO_NUMERICAL_VALUE_TRANSFER"", ""git_blob_sha1"": ""54a2d5116d836ee5605155fa9dcb64d85cacc745"", ""numeric_value_transfer"": false, ""path"": ""results/I08_CATEGORY_SUMMARY.csv"", ""sha256"": ""138bb4aa7583a892a99ab8654bf65dc5147e11f7b0d2a06c7bf92872a7e5459d"", ""size_bytes"": 11320, ""target"": ""generated/knowledge_graph_c3.json""}"
source-asset:I08:36,SourceAsset,"{""category"": ""legacy_numerical_result"", ""disposition"": ""PROVENANCE_ONLY_NO_NUMERICAL_VALUE_TRANSFER"", ""git_blob_sha1"": ""8863bc2aa3633b244ab933238ac72c84b2d491fe"", ""numeric_value_transfer"": false, ""path"": ""results/I08_POSTPROCESS_SELF_CHECK.json"", ""sha256"": ""7b76558b29c08ea42ec36d7310d85ad037ddc41a35afe18cf03b244165ed156e"", ""size_bytes"": 4648, ""target"": ""generated/knowledge_graph_c3.json""}"
migration-rule:01,MigrationRule,"{""migration_action"": ""preserve_full_authority_and_apply_c3_overlay"", ""reason"": ""完整43×37源权威仅作provenance且源顺序与C3顺序分离"", ""source_entity"": ""I08_GITHUB_43_CASE_MATRIX"", ""status"": ""ADAPTED"", ""target_entity"": ""authority/I08_GITHUB_43_CASE_MATRIX.csv"", ""value_transfer"": ""false""}"
migration-rule:02,MigrationRule,"{""migration_action"": ""rule_reexecution_with_full_authority"", ""reason"": ""在C3映射上重跑权威规则而非复制旧决策"", ""source_entity"": ""AuthorityAgent"", ""status"": ""ADAPTED"", ""target_entity"": ""AuthorityAgent"", ""value_transfer"": ""false""}"
migration-rule:03,MigrationRule,"{""migration_action"": ""c3_native_evidence_adapter"", ""reason"": ""C3仅绑定原生14阶模态证据且工况响应未物化"", ""source_entity"": ""SolverEvidenceAgent"", ""status"": ""ADAPTED"", ""target_entity"": ""SolverEvidenceAgent"", ""value_transfer"": ""false""}"
migration-rule:04,MigrationRule,"{""migration_action"": ""rule_reexecution_with_c3_eligibility"", ""reason"": ""源35比8分类与C3的33比10策略分别保存"", ""source_entity"": ""PhysicsBoundaryAgent"", ""status"": ""ADAPTED"", ""target_entity"": ""PhysicsBoundaryAgent"", ""value_transfer"": ""false""}"
migration-rule:05,MigrationRule,"{""migration_action"": ""policy_reexecution_output_disabled"", ""reason"": ""输出保持NOT_ARMED且不派发"", ""source_entity"": ""WarningPolicyAgent"", ""status"": ""ADAPTED"", ""target_entity"": ""WarningPolicyAgent"", ""value_transfer"": ""false""}"
migration-rule:06,MigrationRule,"{""migration_action"": ""lineage_only"", ""reason"": ""自由度和模态基底不同"", ""source_entity"": ""I08_150_MODE_ROM"", ""status"": ""CUT"", ""target_entity"": ""C3_FT14_MODAL_RECEIPT"", ""value_transfer"": ""false""}"
migration-rule:07,MigrationRule,"{""migration_action"": ""lineage_only"", ""reason"": ""Double-MCT响应不得改名为C3响应"", ""source_entity"": ""I08_43CASE_MASTER"", ""status"": ""CUT"", ""target_entity"": ""C3_CaseResponse"", ""value_transfer"": ""false""}"
migration-rule:08,MigrationRule,"{""migration_action"": ""lineage_only"", ""reason"": ""C3尚未物化风响应"", ""source_entity"": ""I08_STATION_RESULTS"", ""status"": ""CUT"", ""target_entity"": ""C3_StationResponse"", ""value_transfer"": ""false""}"
migration-rule:09,MigrationRule,"{""migration_action"": ""lineage_only"", ""reason"": ""C3索力恢复尚未建立"", ""source_entity"": ""I08_ROPE_RESULTS"", ""status"": ""CUT"", ""target_entity"": ""C3_RopeResponse"", ""value_transfer"": ""false""}"
migration-rule:10,MigrationRule,"{""migration_action"": ""lineage_only"", ""reason"": ""容量比依赖C3响应和正式阈值"", ""source_entity"": ""I08_CAPACITY_RATIO"", ""status"": ""CUT"", ""target_entity"": ""C3_CapacityAssessment"", ""value_transfer"": ""false""}"
migration-rule:11,MigrationRule,"{""migration_action"": ""recompute_rules"", ""reason"": ""对43工况重新执行C3证据状态推演且不复制旧trace值"", ""source_entity"": ""I08_AGENT_SIMULATION_43_TRACE"", ""status"": ""REBUILT"", ""target_entity"": ""C3_AGENT_TRACE"", ""value_transfer"": ""false""}"
migration-rule:12,MigrationRule,"{""migration_action"": ""rebuild_semantics_and_endpoints"", ""reason"": ""排除2064个旧数值MetricObservation并重建C3证据端点"", ""source_entity"": ""I08_KNOWLEDGE_GRAPH"", ""status"": ""REBUILT"", ""target_entity"": ""knowledge_graph_c3.json"", ""value_transfer"": ""false""}"
group:G0_site,WindGroup,"{""group"": ""G0_site""}"
group:G1_typhoon,WindGroup,"{""group"": ""G1_typhoon""}"
group:G2_hurricane,WindGroup,"{""group"": ""G2_hurricane""}"
group:G3_bob,WindGroup,"{""group"": ""G3_bob""}"
group:G4_tornado,WindGroup,"{""group"": ""G4_tornado""}"
group:G5_downburst,WindGroup,"{""group"": ""G5_downburst""}"
group:G6_temperate,WindGroup,"{""group"": ""G6_temperate""}"
group:G7_polar,WindGroup,"{""group"": ""G7_polar""}"
group:G8_record,WindGroup,"{""group"": ""G8_record""}"
mode:C3-M01,C3Mode,"{""dominant_translation"": ""UY"", ""frequency_hz"": 0.03677346, ""interpretation"": ""C3_computed_order"", ""mirror_signature"": ""UY_common"", ""mode"": 1, ""ux_fraction"": ""0.000000024382"", ""uy_fraction"": ""0.999999355917"", ""uz_fraction"": ""0.000000619701""}"
mode:C3-M02,C3Mode,"{""dominant_translation"": ""UZ"", ""frequency_hz"": 0.07144416, ""interpretation"": ""C3_computed_order"", ""mirror_signature"": ""UZ_common"", ""mode"": 2, ""ux_fraction"": ""0.122850696751"", ""uy_fraction"": ""0.000000067052"", ""uz_fraction"": ""0.877149236197""}"
mode:C3-M03,C3Mode,"{""dominant_translation"": ""UZ"", ""frequency_hz"": 0.07267216, ""interpretation"": ""TA1_comparison_candidate_not_aligned"", ""mirror_signature"": ""UZ_differential"", ""mode"": 3, ""ux_fraction"": ""0.110370906398"", ""uy_fraction"": ""0.101048210928"", ""uz_fraction"": ""0.788580882674""}"
mode:C3-M04,C3Mode,"{""dominant_translation"": ""UY"", ""frequency_hz"": 0.07356089, ""interpretation"": ""LA1_comparison_candidate_not_aligned"", ""mirror_signature"": ""UY_common"", ""mode"": 4, ""ux_fraction"": ""0.007782733856"", ""uy_fraction"": ""0.936750254501"", ""uz_fraction"": ""0.055467011643""}"
mode:C3-M05,C3Mode,"{""dominant_translation"": ""UZ"", ""frequency_hz"": 0.1012149, ""interpretation"": ""C3_computed_order"", ""mirror_signature"": ""UZ_common"", ""mode"": 5, ""ux_fraction"": ""0.034438711036"", ""uy_fraction"": ""0.000000291662"", ""uz_fraction"": ""0.965560997301""}"
mode:C3-M06,C3Mode,"{""dominant_translation"": ""UZ"", ""frequency_hz"": 0.1028555, ""interpretation"": ""C3_computed_order"", ""mirror_signature"": ""UZ_differential"", ""mode"": 6, ""ux_fraction"": ""0.033196920887"", ""uy_fraction"": ""0.018235030087"", ""uz_fraction"": ""0.948568049026""}"
mode:C3-M07,C3Mode,"{""dominant_translation"": ""UY"", ""frequency_hz"": 0.1101283, ""interpretation"": ""C3_computed_order"", ""mirror_signature"": ""UY_common"", ""mode"": 7, ""ux_fraction"": ""0.000035515518"", ""uy_fraction"": ""0.998646930914"", ""uz_fraction"": ""0.001317553569""}"
mode:C3-M08,C3Mode,"{""dominant_translation"": ""UY"", ""frequency_hz"": 0.1161726, ""interpretation"": ""C3_computed_order"", ""mirror_signature"": ""UY_common"", ""mode"": 8, ""ux_fraction"": ""0.000005510598"", ""uy_fraction"": ""0.999929917207"", ""uz_fraction"": ""0.000064572195""}"
mode:C3-M09,C3Mode,"{""dominant_translation"": ""UY"", ""frequency_hz"": 0.1248024, ""interpretation"": ""C3_computed_order"", ""mirror_signature"": ""UY_common"", ""mode"": 9, ""ux_fraction"": ""0.000023769344"", ""uy_fraction"": ""0.999850207899"", ""uz_fraction"": ""0.000126022757""}"
mode:C3-M10,C3Mode,"{""dominant_translation"": ""UZ"", ""frequency_hz"": 0.1456783, ""interpretation"": ""VS2_comparison_candidate_not_aligned"", ""mirror_signature"": ""UZ_common"", ""mode"": 10, ""ux_fraction"": ""0.034529836313"", ""uy_fraction"": ""0.000001853725"", ""uz_fraction"": ""0.965468309962""}"
mode:C3-M11,C3Mode,"{""dominant_translation"": ""UZ"", ""frequency_hz"": 0.1464436, ""interpretation"": ""C3_computed_order"", ""mirror_signature"": ""UZ_common"", ""mode"": 11, ""ux_fraction"": ""0.063048250554"", ""uy_fraction"": ""0.000003343050"", ""uz_fraction"": ""0.936948406396""}"
mode:C3-M12,C3Mode,"{""dominant_translation"": ""UY"", ""frequency_hz"": 0.1465091, ""interpretation"": ""C3_computed_order"", ""mirror_signature"": ""UY_common"", ""mode"": 12, ""ux_fraction"": ""0.001682771359"", ""uy_fraction"": ""0.973057945334"", ""uz_fraction"": ""0.025259283307""}"
mode:C3-M13,C3Mode,"{""dominant_translation"": ""UZ"", ""frequency_hz"": 0.1465538, ""interpretation"": ""C3_computed_order"", ""mirror_signature"": ""UZ_differential"", ""mode"": 13, ""ux_fraction"": ""0.034933651670"", ""uy_fraction"": ""0.018608275380"", ""uz_fraction"": ""0.946458072950""}"
mode:C3-M14,C3Mode,"{""dominant_translation"": ""UZ"", ""frequency_hz"": 0.1491063, ""interpretation"": ""VS2_rejected_not_aligned"", ""mirror_signature"": ""UZ_differential"", ""mode"": 14, ""ux_fraction"": ""0.061555676940"", ""uy_fraction"": ""0.024291131363"", ""uz_fraction"": ""0.914153191697""}"
case:C3-site_sutong_100yr_obs-S20260830,C3WindCase,"{""U10_mps"": 38.9, ""c3_case_id"": ""C3-site_sutong_100yr_obs-S20260830"", ""c3_claim"": ""anchor_design"", ""c3_layer"": ""L0"", ""c3_order"": 1, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""A"", ""group"": ""G0_site"", ""gust_mps"": null, ""id"": ""site_sutong_100yr_obs"", ""n"": 1, ""name_cn"": ""苏通同河段100年一遇观测外延"", ""source_case_index"": 3, ""source_i08_case_id"": ""I08-site_sutong_100yr_obs-S20260805"", ""source_name_cn"": ""苏通桥址实测百年设计风速"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 1.0}"
authority-record:site_sutong_100yr_obs,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.11"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""38.9"", ""U_deck_ms"": ""47.49242847358203"", ""case_index"": ""3"", ""category"": ""design_code"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""A"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""site_sutong_100yr_obs"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": """", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-site_sutong_100yr_obs-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""苏通桥址实测百年设计风速"", ""note_cn"": ""同河段桥位实测外延的百年一遇10分钟设计基本风速, 江面明显大于岸站; 本库的桥址主锚点"", ""region"": ""长江下游江面"", ""representative_event"": ""苏通大桥风观测专题 (2000-2003, 80 m 梯度塔)"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""应用气象学报: 苏通长江公路大桥设计风速的计算与分析 qikan.camscma.cn/article/id/20060107"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:site_sutong_100yr_obs,GitHubEvent,"{""scenario_id"": ""site_sutong_100yr_obs"", ""source_case_index"": 3, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-site_sutong_100yr_obs-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-site_sutong_100yr_obs-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-site_sutong_100yr_obs-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:site_sutong_100yr_obs,LegacyResultPointer,"{""case_id"": ""site_sutong_100yr_obs"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-site_sutong_100yr_obs-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-site_sutong_100yr_obs-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-site_sutong_100yr_obs-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 1, ""case_id"": ""site_sutong_100yr_obs"", ""grade"": ""A"", ""source_case_index"": 3, ""source_i08_case_id"": ""I08-site_sutong_100yr_obs-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-site_sutong_100yr_obs-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-site_sutong_100yr_obs-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L0"", ""c3_stationary_eligible"": true, ""claim"": ""anchor_design"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-site_sutong_100yr_obs-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-site_gb50009_50yr-S20260830,C3WindCase,"{""U10_mps"": 26.8, ""c3_case_id"": ""C3-site_gb50009_50yr-S20260830"", ""c3_claim"": ""code_envelope"", ""c3_layer"": ""L0"", ""c3_order"": 2, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""B"", ""group"": ""G0_site"", ""gust_mps"": null, ""id"": ""site_gb50009_50yr"", ""n"": 2, ""name_cn"": ""GB50009江苏沿海50年一遇"", ""source_case_index"": 1, ""source_i08_case_id"": ""I08-site_gb50009_50yr-S20260805"", ""source_name_cn"": ""GB50009 江苏沿江50年基本风速"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 0.474647}"
authority-record:site_gb50009_50yr,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.12"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""26.8"", ""U_deck_ms"": ""32.71971935969148"", ""case_index"": ""1"", ""category"": ""design_code"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""B"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""site_gb50009_50yr"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": """", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-site_gb50009_50yr-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""GB50009 江苏沿江50年基本风速"", ""note_cn"": ""U10=sqrt(1600*w0)；张家港/南通一带 0.40-0.45 kPa 取上界"", ""region"": ""中国江苏"", ""representative_event"": ""w0=0.45 kPa (B类)"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""GB 50009-2012 附录E 全国基本风压图"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
